shape,Metadata Item,sidecar,Protocol Tier,Analysis Tier,Analyte-Specific,TAPP Schema Path,verdict,$Dataset counterpart,note
$MethodDefinition.schema:instrument[schema:additionalType='…'].schema:hasPart[schema:additionalType='…'].schema:additionalProperty[schema:name='…'].schema:value,RF Power,Solution_SF-ICP-MS_TAPP_v5,Basic,Editable,,$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='ICP Source'].schema:additionalProperty[schema:name='RF Power'].schema:value,$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='ICP Source'].schema:additionalProperty[schema:name='RF Power'].schema:defaultValue,$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='ICP Source'].schema:additionalProperty[schema:name='RF Power'].schema:value,
$MethodDefinition.schema:instrument[schema:additionalType='…'].schema:hasPart[schema:additionalType='…'].schema:additionalProperty[schema:name='…'].schema:value,Reaction Gas Flow Rate,LA-ICPMS_Geochron_Horstwood_TAPP_v6,Advanced,Editable,,$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Collision Reaction Cell'].schema:additionalProperty[schema:name='Reaction Gas Flow Rate'].schema:value,$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Collision Reaction Cell'].schema:additionalProperty[schema:name='Reaction Gas Flow Rate'].schema:defaultValue,$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Collision Reaction Cell'].schema:additionalProperty[schema:name='Reaction Gas Flow Rate'].schema:value,
$MethodDefinition.schema:instrument[schema:additionalType='…'].schema:hasPart[schema:additionalType='…'].schema:additionalProperty[schema:name='…'].schema:value,Reaction Gas Flow Rate,LA-Q_SF-ICPMS_TAPP_v3,Advanced,Editable,,$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Collision Reaction Cell'].schema:additionalProperty[schema:name='Reaction Gas Flow Rate'].schema:value,$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Collision Reaction Cell'].schema:additionalProperty[schema:name='Reaction Gas Flow Rate'].schema:defaultValue,$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Collision Reaction Cell'].schema:additionalProperty[schema:name='Reaction Gas Flow Rate'].schema:value,
$MethodDefinition.schema:instrument[schema:additionalType='…'].schema:hasPart[schema:additionalType='…'].schema:additionalProperty[schema:name='…'].schema:value,Reaction Gas Flow Rate,Solution_Q-ICP-MS_TAPP_v5,Advanced,Editable,,$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Collision Reaction Cell'].schema:additionalProperty[schema:name='Reaction Gas Flow Rate'].schema:value,$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Collision Reaction Cell'].schema:additionalProperty[schema:name='Reaction Gas Flow Rate'].schema:defaultValue,$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Collision Reaction Cell'].schema:additionalProperty[schema:name='Reaction Gas Flow Rate'].schema:value,
$MethodDefinition.schema:instrument[schema:additionalType='…'].schema:hasPart[schema:additionalType='…'].schema:additionalProperty[schema:name='…'].schema:value,Sample Uptake Rate,Solution_Q-ICP-MS_TAPP_v5,Basic,Editable,,$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Sample Introduction System'].schema:additionalProperty[schema:name='Sample Uptake Rate'].schema:value,$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Sample Introduction System'].schema:additionalProperty[schema:name='Sample Uptake Rate'].schema:defaultValue,$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Sample Introduction System'].schema:additionalProperty[schema:name='Sample Uptake Rate'].schema:value,
$MethodDefinition.schema:instrument[schema:additionalType='…'].schema:hasPart[schema:additionalType='…'].schema:additionalProperty[schema:name='…'].schema:value,Sample Uptake Rate,Solution_SF-ICP-MS_TAPP_v5,Basic,Editable,,$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Sample Introduction System'].schema:additionalProperty[schema:name='Sample Uptake Rate'].schema:value,$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Sample Introduction System'].schema:additionalProperty[schema:name='Sample Uptake Rate'].schema:defaultValue,$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Sample Introduction System'].schema:additionalProperty[schema:name='Sample Uptake Rate'].schema:value,
$MethodDefinition.schema:instrument[schema:additionalType='…'].schema:hasPart[schema:additionalType='…'].schema:additionalProperty[schema:name='…'].schema:value,Torch Depth,LA-ICPMS_Geochron_Horstwood_TAPP_v6,Advanced,Editable,,$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Torch'].schema:additionalProperty[schema:name='Torch Depth'].schema:value,$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Torch'].schema:additionalProperty[schema:name='Torch Depth'].schema:defaultValue,$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Torch'].schema:additionalProperty[schema:name='Torch Depth'].schema:value,
$MethodDefinition.schema:instrument[schema:additionalType='…'].schema:hasPart[schema:additionalType='…'].schema:additionalProperty[schema:name='…'].schema:value,Torch Depth,LA-Q_SF-ICPMS_TAPP_v3,Advanced,Editable,,$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Torch'].schema:additionalProperty[schema:name='Torch Depth'].schema:value,$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Torch'].schema:additionalProperty[schema:name='Torch Depth'].schema:defaultValue,$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Torch'].schema:additionalProperty[schema:name='Torch Depth'].schema:value,
$MethodDefinition.schema:instrument[schema:additionalType='…'].schema:hasPart[schema:additionalType='…'].schema:additionalProperty[schema:name='…'].schema:value,Torch Depth,Solution_Q-ICP-MS_TAPP_v5,Advanced,Editable,,$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Torch'].schema:additionalProperty[schema:name='Torch Depth'].schema:value,$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Torch'].schema:additionalProperty[schema:name='Torch Depth'].schema:defaultValue,$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Torch'].schema:additionalProperty[schema:name='Torch Depth'].schema:value,
$MethodDefinition.schema:instrument[schema:additionalType='…'].schema:hasPart[schema:additionalType='…'].schema:additionalProperty[schema:name='…'].schema:value,Torch Depth,Solution_SF-ICP-MS_TAPP_v5,Advanced,Editable,,$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Torch'].schema:additionalProperty[schema:name='Torch Depth'].schema:value,$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Torch'].schema:additionalProperty[schema:name='Torch Depth'].schema:defaultValue,$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:hasPart[schema:additionalType='Torch'].schema:additionalProperty[schema:name='Torch Depth'].schema:value,
$MethodDefinition.schema:instrument[schema:additionalType='…'].schema:identifier,Instrument Serial Number or Lab Identifier,LA-ICPMS_Geochron_Horstwood_TAPP_v6,Advanced,Editable,,$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:identifier,$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:additionalProperty[schema:name='Instrument Serial Number or Lab Identifier'].schema:defaultValue,$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:identifier,
$MethodDefinition.schema:instrument[schema:additionalType='…'].schema:identifier,Instrument Serial Number or Lab Identifier,LA-Q_SF-ICPMS_TAPP_v3,Advanced,Editable,,$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:identifier,$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:additionalProperty[schema:name='Instrument Serial Number or Lab Identifier'].schema:defaultValue,$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:identifier,
$MethodDefinition.schema:instrument[schema:additionalType='…'].schema:identifier,Instrument Serial Number or Lab Identifier,Solution_Q-ICP-MS_TAPP_v5,Advanced,Editable,,$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:identifier,$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:additionalProperty[schema:name='Instrument Serial Number or Lab Identifier'].schema:defaultValue,$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:identifier,
$MethodDefinition.schema:instrument[schema:additionalType='…'].schema:identifier,Instrument Serial Number or Lab Identifier,Solution_SF-ICP-MS_TAPP_v5,Advanced,Editable,,$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:identifier,$MethodDefinition.schema:instrument[schema:additionalType='ICPMS'].schema:additionalProperty[schema:name='Instrument Serial Number or Lab Identifier'].schema:defaultValue,$Dataset.prov:wasGeneratedBy.prov:used.schema:instrument[schema:additionalType='ICPMS'].schema:identifier,
$MethodDefinition.schema:location.schema:Place.schema:identifier,Laboratory ID,EPMA_TAPP_v7,Advanced,Editable,,$MethodDefinition.schema:location.schema:Place.schema:identifier,$MethodDefinition.schema:location.schema:Place[schema:additionalType='Default Laboratory'].schema:identifier,$Dataset.prov:wasGeneratedBy.schema:location.schema:Place[schema:additionalType='Laboratory'].schema:identifier,
$MethodDefinition.schema:location.schema:Place.schema:identifier,Laboratory ID,LA-ICPMS_Geochron_Horstwood_TAPP_v6,Advanced,Editable,,$MethodDefinition.schema:location.schema:Place.schema:identifier,$MethodDefinition.schema:location.schema:Place[schema:additionalType='Default Laboratory'].schema:identifier,$Dataset.prov:wasGeneratedBy.schema:location.schema:Place[schema:additionalType='Laboratory'].schema:identifier,
$MethodDefinition.schema:location.schema:Place.schema:identifier,Laboratory ID,LA-Q_SF-ICPMS_TAPP_v3,Advanced,Editable,,$MethodDefinition.schema:location.schema:Place.schema:identifier,$MethodDefinition.schema:location.schema:Place[schema:additionalType='Default Laboratory'].schema:identifier,$Dataset.prov:wasGeneratedBy.schema:location.schema:Place[schema:additionalType='Laboratory'].schema:identifier,
$MethodDefinition.schema:location.schema:Place.schema:identifier,Laboratory ID,Lab-XCT_TAPP_v8,Advanced,Editable,,$MethodDefinition.schema:location.schema:Place.schema:identifier,$MethodDefinition.schema:location.schema:Place[schema:additionalType='Default Laboratory'].schema:identifier,$Dataset.prov:wasGeneratedBy.schema:location.schema:Place[schema:additionalType='Laboratory'].schema:identifier,
$MethodDefinition.schema:location.schema:Place.schema:identifier,Laboratory ID,SEM_Composition_TAPP_v4,Advanced,Editable,,$MethodDefinition.schema:location.schema:Place.schema:identifier,$MethodDefinition.schema:location.schema:Place[schema:additionalType='Default Laboratory'].schema:identifier,$Dataset.prov:wasGeneratedBy.schema:location.schema:Place[schema:additionalType='Laboratory'].schema:identifier,
$MethodDefinition.schema:location.schema:Place.schema:identifier,Laboratory ID,SEM_FIBSEM_TAPP_v4,Advanced,Editable,,$MethodDefinition.schema:location.schema:Place.schema:identifier,$MethodDefinition.schema:location.schema:Place[schema:additionalType='Default Laboratory'].schema:identifier,$Dataset.prov:wasGeneratedBy.schema:location.schema:Place[schema:additionalType='Laboratory'].schema:identifier,
$MethodDefinition.schema:location.schema:Place.schema:identifier,Laboratory ID,SEM_Imaging_TAPP_v4,Advanced,Editable,,$MethodDefinition.schema:location.schema:Place.schema:identifier,$MethodDefinition.schema:location.schema:Place[schema:additionalType='Default Laboratory'].schema:identifier,$Dataset.prov:wasGeneratedBy.schema:location.schema:Place[schema:additionalType='Laboratory'].schema:identifier,
$MethodDefinition.schema:location.schema:Place.schema:identifier,Laboratory ID,Solution_Q-ICP-MS_TAPP_v5,Advanced,Editable,,$MethodDefinition.schema:location.schema:Place.schema:identifier,$MethodDefinition.schema:location.schema:Place[schema:additionalType='Default Laboratory'].schema:identifier,$Dataset.prov:wasGeneratedBy.schema:location.schema:Place[schema:additionalType='Laboratory'].schema:identifier,
$MethodDefinition.schema:location.schema:Place.schema:identifier,Laboratory ID,Solution_SF-ICP-MS_TAPP_v5,Advanced,Editable,,$MethodDefinition.schema:location.schema:Place.schema:identifier,$MethodDefinition.schema:location.schema:Place[schema:additionalType='Default Laboratory'].schema:identifier,$Dataset.prov:wasGeneratedBy.schema:location.schema:Place[schema:additionalType='Laboratory'].schema:identifier,
$MethodDefinition.schema:location.schema:Place.schema:name,Laboratory,EPMA_TAPP_v7,Basic,Editable,,$MethodDefinition.schema:location.schema:Place.schema:name,$MethodDefinition.schema:location.schema:Place[schema:additionalType='Default Laboratory'].schema:name,$Dataset.prov:wasGeneratedBy.schema:location.schema:Place[schema:additionalType='Laboratory'].schema:name,
$MethodDefinition.schema:location.schema:Place.schema:name,Laboratory,LA-ICPMS_Geochron_Horstwood_TAPP_v6,Basic,Editable,,$MethodDefinition.schema:location.schema:Place.schema:name,$MethodDefinition.schema:location.schema:Place[schema:additionalType='Default Laboratory'].schema:name,$Dataset.prov:wasGeneratedBy.schema:location.schema:Place[schema:additionalType='Laboratory'].schema:name,
$MethodDefinition.schema:location.schema:Place.schema:name,Laboratory,LA-Q_SF-ICPMS_TAPP_v3,Basic,Editable,,$MethodDefinition.schema:location.schema:Place.schema:name,$MethodDefinition.schema:location.schema:Place[schema:additionalType='Default Laboratory'].schema:name,$Dataset.prov:wasGeneratedBy.schema:location.schema:Place[schema:additionalType='Laboratory'].schema:name,
$MethodDefinition.schema:location.schema:Place.schema:name,Laboratory,Lab-XCT_TAPP_v8,Basic,Editable,,$MethodDefinition.schema:location.schema:Place.schema:name,$MethodDefinition.schema:location.schema:Place[schema:additionalType='Default Laboratory'].schema:name,$Dataset.prov:wasGeneratedBy.schema:location.schema:Place[schema:additionalType='Laboratory'].schema:name,
$MethodDefinition.schema:location.schema:Place.schema:name,Laboratory,SEM_Composition_TAPP_v4,Basic,Editable,,$MethodDefinition.schema:location.schema:Place.schema:name,$MethodDefinition.schema:location.schema:Place[schema:additionalType='Default Laboratory'].schema:name,$Dataset.prov:wasGeneratedBy.schema:location.schema:Place[schema:additionalType='Laboratory'].schema:name,
$MethodDefinition.schema:location.schema:Place.schema:name,Laboratory,SEM_FIBSEM_TAPP_v4,Basic,Editable,,$MethodDefinition.schema:location.schema:Place.schema:name,$MethodDefinition.schema:location.schema:Place[schema:additionalType='Default Laboratory'].schema:name,$Dataset.prov:wasGeneratedBy.schema:location.schema:Place[schema:additionalType='Laboratory'].schema:name,
$MethodDefinition.schema:location.schema:Place.schema:name,Laboratory,SEM_Imaging_TAPP_v4,Basic,Editable,,$MethodDefinition.schema:location.schema:Place.schema:name,$MethodDefinition.schema:location.schema:Place[schema:additionalType='Default Laboratory'].schema:name,$Dataset.prov:wasGeneratedBy.schema:location.schema:Place[schema:additionalType='Laboratory'].schema:name,
$MethodDefinition.schema:location.schema:Place.schema:name,Laboratory,Solution_Q-ICP-MS_TAPP_v5,Basic,Editable,,$MethodDefinition.schema:location.schema:Place.schema:name,$MethodDefinition.schema:location.schema:Place[schema:additionalType='Default Laboratory'].schema:name,$Dataset.prov:wasGeneratedBy.schema:location.schema:Place[schema:additionalType='Laboratory'].schema:name,
$MethodDefinition.schema:location.schema:Place.schema:name,Laboratory,Solution_SF-ICP-MS_TAPP_v5,Basic,Editable,,$MethodDefinition.schema:location.schema:Place.schema:name,$MethodDefinition.schema:location.schema:Place[schema:additionalType='Default Laboratory'].schema:name,$Dataset.prov:wasGeneratedBy.schema:location.schema:Place[schema:additionalType='Laboratory'].schema:name,
$MethodDefinition.schema:object[@type='…'].schema:additionalProperty[schema:name='…'].schema:defaultValue,Sample Form / Analytical Substrate,LA-Q_SF-ICPMS_TAPP_v3,Basic,Editable,,$MethodDefinition.schema:object[@type='https://w3id.org/isample/vocabulary/materialsampleobjecttype/materialsample'].schema:additionalProperty[schema:name='Sample Form Analytical Substrate'].schema:defaultValue,$MethodDefinition.schema:object[@type='https://w3id.org/isample/vocabulary/materialsampleobjecttype/materialsample'].schema:additionalProperty[schema:name='Sample Form Analytical Substrate'].schema:defaultValue,$Dataset.prov:wasGeneratedBy.schema:object[@type='https://w3id.org/isample/vocabulary/materialsampleobjecttype/materialsample'].schema:additionalProperty[schema:name='Sample Form Analytical Substrate'].schema:value,
$MethodDefinition.schema:relatedLink[schema:linkRelationship='…'].schema:target.schema:description,Coupling Description,EPMA_TAPP_v7,Advanced,Editable,,$MethodDefinition.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:description,$MethodDefinition.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:description,$Dataset.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:description,
$MethodDefinition.schema:relatedLink[schema:linkRelationship='…'].schema:target.schema:description,Coupling Description,LA-ICPMS_Geochron_Horstwood_TAPP_v6,Advanced,Editable,,$MethodDefinition.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:description,$MethodDefinition.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:description,$Dataset.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:description,
$MethodDefinition.schema:relatedLink[schema:linkRelationship='…'].schema:target.schema:description,Coupling Description,LA-Q_SF-ICPMS_TAPP_v3,Advanced,Editable,,$MethodDefinition.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:description,$MethodDefinition.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:description,$Dataset.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:description,
$MethodDefinition.schema:relatedLink[schema:linkRelationship='…'].schema:target.schema:description,Coupling Description,Lab-XCT_TAPP_v8,Advanced,Editable,,$MethodDefinition.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:description,$MethodDefinition.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:description,$Dataset.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:description,
$MethodDefinition.schema:relatedLink[schema:linkRelationship='…'].schema:target.schema:description,Coupling Description,SEM_Composition_TAPP_v4,Advanced,Editable,,$MethodDefinition.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:description,$MethodDefinition.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:description,$Dataset.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:description,
$MethodDefinition.schema:relatedLink[schema:linkRelationship='…'].schema:target.schema:description,Coupling Description,SEM_FIBSEM_TAPP_v4,Advanced,Editable,,$MethodDefinition.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:description,$MethodDefinition.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:description,$Dataset.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:description,
$MethodDefinition.schema:relatedLink[schema:linkRelationship='…'].schema:target.schema:description,Coupling Description,SEM_Imaging_TAPP_v4,Advanced,Editable,,$MethodDefinition.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:description,$MethodDefinition.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:description,$Dataset.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:description,
$MethodDefinition.schema:relatedLink[schema:linkRelationship='…'].schema:target.schema:description,Coupling Description,Solution_Q-ICP-MS_TAPP_v5,Advanced,Editable,,$MethodDefinition.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:description,$MethodDefinition.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:description,$Dataset.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:description,
$MethodDefinition.schema:relatedLink[schema:linkRelationship='…'].schema:target.schema:description,Coupling Description,Solution_SF-ICP-MS_TAPP_v5,Advanced,Editable,,$MethodDefinition.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:description,$MethodDefinition.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:description,$Dataset.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:description,
$MethodDefinition.schema:relatedLink[schema:linkRelationship='…'].schema:target.schema:name,Coupled Technique(s),EPMA_TAPP_v7,Advanced,Editable,,$MethodDefinition.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:name,$MethodDefinition.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:name,$Dataset.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:name,
$MethodDefinition.schema:relatedLink[schema:linkRelationship='…'].schema:target.schema:name,Coupled Technique(s),LA-ICPMS_Geochron_Horstwood_TAPP_v6,Advanced,Editable,,$MethodDefinition.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:name,$MethodDefinition.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:name,$Dataset.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:name,
$MethodDefinition.schema:relatedLink[schema:linkRelationship='…'].schema:target.schema:name,Coupled Technique(s),LA-Q_SF-ICPMS_TAPP_v3,Advanced,Editable,,$MethodDefinition.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:name,$MethodDefinition.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:name,$Dataset.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:name,
$MethodDefinition.schema:relatedLink[schema:linkRelationship='…'].schema:target.schema:name,Coupled Technique(s),Lab-XCT_TAPP_v8,Advanced,Editable,,$MethodDefinition.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:name,$MethodDefinition.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:name,$Dataset.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:name,
$MethodDefinition.schema:relatedLink[schema:linkRelationship='…'].schema:target.schema:name,Coupled Technique(s),SEM_Composition_TAPP_v4,Advanced,Editable,,$MethodDefinition.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:name,$MethodDefinition.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:name,$Dataset.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:name,
$MethodDefinition.schema:relatedLink[schema:linkRelationship='…'].schema:target.schema:name,Coupled Technique(s),SEM_FIBSEM_TAPP_v4,Advanced,Editable,,$MethodDefinition.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:name,$MethodDefinition.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:name,$Dataset.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:name,
$MethodDefinition.schema:relatedLink[schema:linkRelationship='…'].schema:target.schema:name,Coupled Technique(s),SEM_Imaging_TAPP_v4,Advanced,Editable,,$MethodDefinition.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:name,$MethodDefinition.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:name,$Dataset.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:name,
$MethodDefinition.schema:relatedLink[schema:linkRelationship='…'].schema:target.schema:name,Coupled Technique(s),Solution_Q-ICP-MS_TAPP_v5,Advanced,Editable,,$MethodDefinition.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:name,$MethodDefinition.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:name,$Dataset.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:name,
$MethodDefinition.schema:relatedLink[schema:linkRelationship='…'].schema:target.schema:name,Coupled Technique(s),Solution_SF-ICP-MS_TAPP_v5,Advanced,Editable,,$MethodDefinition.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:name,$MethodDefinition.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:name,$Dataset.schema:relatedLink[schema:linkRelationship='coupledTechnique'].schema:target.schema:name,
